#https://www.iec.cat/llengua/documents/ORTOGRAFIA-Modificacions%20entrades%20DIEC2.pdf
feldspàtic	feldespàtic
feldspatoides	feldespatoides
feldspatoídic	feldespatoídic
feldspats	feldespats
geostacionari	geoestacionari
grafospasme	grafoespasme
grafostàtica	grafoestàtica
hidrostàtic	hidroestàtic
litostratigrafia	litoestratigrafia
magnetostàtic	magnetoestàtic
magnetostratigrafia	magnetoestratigrafia
metastable	metaestable
micasquist	micaesquist
monostable	monoestable
neurosquelet	neuroesquelet
nimbostrat	nimboestrat
nimbostratus	nimboestratus
sismostratigrafia	sismoestratigrafia
talcosquist	talcoesquist
termostable	termoestable
#1.3.1.	Altres canvis derivats de l’aplicació del nou criteri sobre la grafia de mots compostos i prefixats	amb	el segon formant començat per s seguida	de consonant
acromioscapular	acromioescapular
basisfenoide	basiesfenoide
biostàtica	bioestàtica
cerebrospinal	cerebroespinal
clidosternal	clidoesternal
inosclerosi	inoesclerosi
temporosfenoïdal	temporoesfenoidal
#1.4. Supressió de l’accent diacrític
adéu	adeu
adéu-siau	adeu-siau
almón	almon
besnét	besnet
besnéta	besneta
bóta	bota
cóc	coc
cóm	com
a contrapèl	a contrapel
cóp	cop
cós	cos
a l'empèl	a l'empel
entresòl	entresol
escorxa-ròsses	escorxa-rosses
a gatamèus	a gatameus
jóc	joc
jóca	joca
marededéu	marededeu
mèu	meu
mòlta	molta
móra	mora
nét	net
néta	neta
nós	nos
nòs	nos
ós	os
óssa	ossa
paleosòl	paleosol
pórca	porca
pregadéu	pregadeu
quadrinét	quadrinet
quadrinéta	quadrineta
rebesnét	rebesnet
rebesnéta	rebesneta
redéu	redeu
regosòl	regosol
remòlta	remolta
renét	renet
renéta	reneta
repèl	repel
rés	res
ressòl	ressol
rodamón	rodamon
ròssa	rossa
séc	sec
sègle	segle
semidéu	semideu
sèu	seu
subsòl	subsol
tòt	tot
vénda	venda
vertisòl	vertisol
#1.4.1. Altres canvis derivats de l’aplicació del nou criteri sobre l’accent diacrític	
mol·lisòl	mol·lisol
#1.5. Supressió de la dièresi en derivats cultes acabats en -al
adenoïdal	adenoidal
al·lantoïdal	al·lantoidal
antihemorroïdal	antihemorroidal
aracnoïdal	aracnoidal
aritenoïdal	aritenoidal
cicloïdal	cicloidal
cissoïdal	cissoidal
col·loïdal	col·loidal
concoïdal	concoidal
conoïdal	conoidal
coracoïdal	coracoidal	
coroïdal	coroidal
cotiloïdal	cotiloidal
cuboïdal	cuboidal
deltoïdal	deltoidal
discoïdal	discoidal
el·lipsoïdal	el·lipsoidal
epicicloïdal	epicicloidal
escafoïdal	escafoidal
esfenoïdal	esfenoidal
esferoïdal	esferoidal
esteroïdal	esteroidal
etmoïdal	etmoidal
fluïdal	fluidal
glenoïdal	glenoidal
helicoïdal	helicoidal
hemisferoïdal	hemisferoidal
hemorroïdal	hemorroidal
hioïdal	hioidal
laïcal	laical
mastoïdal	mastoidal
ovoïdal	ovoidal
paraboloïdal	paraboloidal
paratiroïdal	paratiroidal
romboïdal	romboidal
sigmoïdal	sigmoidal
sinusoïdal	sinusoidal
tifoïdal	tifoidal
tiroïdal	tiroidal
toroïdal	toroidal
trapezoïdal	trapezoidal
#1.6. Canvis ortogràfics diversos en expressions llatines i manlleus	
aga khan	agakan
àlter ego	alter ego
delírium trèmens	delirium tremens
dòngola	dóngola
handicap	hàndicap
hittita	hitita
jiddisch	ídix
khan	kan
kyrieleison	kirieleison
maharaja	maharajà
maharani	maharaní
paterfamilias	pater familias
#raja	rajà	nota: aquest canvi no es pot sense context
rani	raní
víking	viking
ziggurat	zigurat
#2.	Modificacions en la informació morfològica de les entrades	
aguo	agúo
agües	agúes
vés	ves
desféu	desfeu
sóc	soc
só	so
fóra	fora
féu	feu
mòlt	molt
véns	vens
vénen	venen
véu	veu
#Conjugació dels verbs
dóna	dona
coregna	corregna
coregnà	corregnà
coregnada	corregnada
coregnades	corregnades
coregnant	corregnant
coregnarà	corregnarà
coregnaran	corregnaran
coregnaràs	corregnaràs
coregnar	corregnar
coregnaré	corregnaré
coregnarem	corregnarem
coregnàrem	corregnàrem
coregnaren	corregnaren
coregnares	corregnares
coregnareu	corregnareu
coregnàreu	corregnàreu
coregnaria	corregnaria
coregnaríem	corregnaríem
coregnarien	corregnarien
coregnaries	corregnaries
coregnaríeu	corregnaríeu
coregnat	corregnat
coregnats	corregnats
coregnava	corregnava
coregnàvem	corregnàvem
coregnaven	corregnaven
coregnaves	corregnaves
coregnàveu	corregnàveu
coregnem	corregnem
coregnen	corregnen
coregnes	corregnes
coregnés	corregnés
coregnéssem	corregnéssem
coregnessen	corregnessen
coregnesses	corregnesses
coregnésseu	corregnésseu
coregnéssim	corregnéssim
coregnessin	corregnessin
coregnessis	corregnessis
coregnéssiu	corregnéssiu
coregneu	corregneu
coregni	corregni
coregní	corregní
coregnin	corregnin
coregnis	corregnis
coregno	corregno
eradicada	erradicada
eradicades	erradicades
eradica	erradica
eradicà	erradicà
eradicant	erradicant
eradicarà	erradicarà
eradicaran	erradicaran
eradicaràs	erradicaràs
eradicaré	erradicaré
eradicarem	erradicarem
eradicàrem	erradicàrem
eradicaren	erradicaren
eradicar	erradicar
eradicares	erradicares
eradicareu	erradicareu
eradicàreu	erradicàreu
eradicaria	erradicaria
eradicaríem	erradicaríem
eradicarien	erradicarien
eradicaries	erradicaries
eradicaríeu	erradicaríeu
eradicat	erradicat
eradicats	erradicats
eradicava	erradicava
eradicàvem	erradicàvem
eradicaven	erradicaven
eradicaves	erradicaves
eradicàveu	erradicàveu
eradico	erradico
eradiquem	erradiquem
eradiquen	erradiquen
eradiques	erradiques
eradiqués	erradiqués
eradiquéssem	erradiquéssem
eradiquessen	erradiquessen
eradiquesses	erradiquesses
eradiquésseu	erradiquésseu
eradiquéssim	erradiquéssim
eradiquessin	erradiquessin
eradiquessis	erradiquessis
eradiquéssiu	erradiquéssiu
eradiqueu	erradiqueu
eradiqui	erradiqui
eradiquí	erradiquí
eradiquin	erradiquin
eradiquis	erradiquis
micorizada	micorrizada
micorizades	micorrizades
micoriza	micorriza
micorizà	micorrizà
micorizant	micorrizant
micorizarà	micorrizarà
micorizaran	micorrizaran
micorizaràs	micorrizaràs
micorizaré	micorrizaré
micorizarem	micorrizarem
micorizàrem	micorrizàrem
micorizaren	micorrizaren
micorizares	micorrizares
micorizareu	micorrizareu
micorizàreu	micorrizàreu
micorizaria	micorrizaria
micorizaríem	micorrizaríem
micorizarien	micorrizarien
micorizaries	micorrizaries
micorizaríeu	micorrizaríeu
micorizar	micorrizar
micorizat	micorrizat
micorizats	micorrizats
micorizava	micorrizava
micorizàvem	micorrizàvem
micorizaven	micorrizaven
micorizaves	micorrizaves
micorizàveu	micorrizàveu
micorizem	micorrizem
micorizen	micorrizen
micorizes	micorrizes
micorizés	micorrizés
micorizéssem	micorrizéssem
micorizessen	micorrizessen
micorizesses	micorrizesses
micorizésseu	micorrizésseu
micorizéssim	micorrizéssim
micorizessin	micorrizessin
micorizessis	micorrizessis
micorizéssiu	micorrizéssiu
micorizeu	micorrizeu
micorizi	micorrizi
micorizí	micorrizí
micorizin	micorrizin
micorizis	micorrizis
micorizo	micorrizo
#Added by jaumeortola
#Paraules que s'escriuen sense accent diacrític sempre segons l'IEC
adéus	adeus
arenosòl	arenosol
arenosòls	arenosols
benvéu	benveu
besnétes	besnetes
besnéts	besnets
bótes	botes
cócs	cocs
cóms	coms
contraféu	contrafeu
contrapèl	contrapel
cóps	cops
cóssos	cossos
cotompèl	cotompel
cotompèls	cotompels
dónes	dones
empèl	empel
entresòls	entresols
entrevéu	entreveu
estraféu	estrafeu
inframón	inframon
jócs	jocs
liqüeféu	liqüefeu
litosòl	litosol
litosòls	litosols
malvéu	malveu
marededéus	marededeus
matamón	matamon
mèus	meus
mol·lisòls	mol·lisols
mòltes	moltes
mòlts	molts
móres	mores
nétes	netes
néts	nets
ósses	osses
óssos	ossos
paleosòls	paleosols
perféu	perfeu
pergelisòl	pergelisol
pergelisòls	pergelisols
pórques	porques
pregadéus	pregadeus
prevéu	preveu
quadrinétes	quadrinetes
quadrinéts	quadrinets
rareféu	rarefeu
rebesnétes	rebesnetes
rebesnéts	rebesnets
reféu	refeu
regosòls	regosols
remòltes	remoltes
remòlt	remolt
remòlts	remolts
renétes	renetes
renéts	renets
repèls	repels
ressòls	ressols
revénc	revenc
revénen	revenen
revénguin	revenguin
revéngui	revengui
revénguis	revenguis
revéns	revens
revéu	reveu
ròsses	rosses
satisféu	satisfeu
sécs	secs
semidéus	semideus
sèus	seus
sobresòl	sobresol
sobresòls	sobresols
submón	submon
subsòls	subsols
tòs	tos
tòts	tots
vénc	venc
véndes	vendes
vénguin	venguin
vénguis	venguis
véngui	vengui
vertisòls	vertisols
vicedéus	vicedeus
vicedéu	vicedeu
#Https://Www.Iec.Cat/Llengua/Documents/ORTOGRAFIA-Modificacions%20entrades%20DIEC2.Pdf
#1.1. Mots Prefixats I Compostos Amb El Segon Formant Començat Per R	
Arítmia	Arrítmia
Arítmic	Arrítmic
Arizòfit	Arrizòfit
Arizotònic	Arrizotònic
Burínids	Burrínids
Carcarínids	Carcarrínids
Catarins	Catarrins
Cefaloraquidi	Cefalorraquidi
Cetorínids	Cetorrínids
Cinorincs	Cinorrincs
Cinoròdon	Cinorròdon
Coredemptor	Corredemptor
Coreferència	Correferència
Coreferent	Correferent
Coregència	Corregència
Coregent	Corregent
Coregnant	Corregnant
Coregnar	Corregnar
Coreligionari	Correligionari
Eradicació	Erradicació
Eradicar	Erradicar
Eradicatiu	Erradicatiu
Esciliorínids	Esciliorrínids
Glicoràquia	Glicorràquia
Glucoràquia	Glucorràquia
Micoriza	Micorriza
Micorizació	Micorrizació
Micorizar	Micorrizar
Micorízic	Micorrízic
Micorizogen	Micorrizogen
Ornitorinc	Ornitorrinc
Ornitorínquids	Ornitorrínquids
Otorinolaringòleg	Otorrinolaringòleg
Otorinolaringologia	Otorrinolaringologia
Oxirinc	Oxirrinc
Piloriza	Pilorriza
Platirins	Platirrins
#1.2. Ús Del Guionet En	Mots Compostos I Prefixats
Agnus-Dei	Agnusdei
Cloc-Piu	Clocpiu
Cori-Mori	Corimori
A Corre-Corrents	A Correcorrents
A Corre-Cuita	A Correcuita
A Cuita-Corrents	A Cuitacorrents
Ex-Libris	Exlibris
Foie Gras	Foie-Gras
A Mata-Degolla	A Matadegolla
Nap-Buf	Napbuf
Rat-Buf	Ratbuf
Suca-Mulla	Sucamulla
#1.3. Mots Compostos I Prefixats Amb El	Segon Formant Començat Per S Seguida De Consonant	
Altostrat	Altoestrat
Altostratus	Altoestratus
Angiospasme	Angioespasme
Angiospasmòdic	Angioespasmòdic
Angiostenosi	Angioestenosi
Arteriosclerosi	Arterioesclerosi
Arterioscleròtic	Arterioescleròtic
Arteriospasme	Arterioespasme
Astable	Anestable
Biostratigrafia	Bioestratigrafia
Biostratigràfic	Bioestratigràfic
Broncospirometria	Broncoespirometria
Cirrostrat	Cirroestrat
Cirrostratus	Cirroestratus
Citosquelet	Citoesquelet
Corticosteroide	Corticoesteroide
Cronostratigrafia	Cronoestratigrafia
Cronostratigràfic	Cronoestratigràfic
Dermatosquelet	Dermatoesquelet
Electrostàtic	Electroestàtic
Endosquelet	Endoesquelet
Exosquelet	Exoesquelet
Feldspàtic	Feldespàtic
Feldspatoides	Feldespatoides
Feldspatoídic	Feldespatoídic
Feldspats	Feldespats
Geostacionari	Geoestacionari
Grafospasme	Grafoespasme
Grafostàtica	Grafoestàtica
Hidrostàtic	Hidroestàtic
Litostratigrafia	Litoestratigrafia
Magnetostàtic	Magnetoestàtic
Magnetostratigrafia	Magnetoestratigrafia
Metastable	Metaestable
Micasquist	Micaesquist
Monostable	Monoestable
Neurosquelet	Neuroesquelet
Nimbostrat	Nimboestrat
Nimbostratus	Nimboestratus
Sismostratigrafia	Sismoestratigrafia
Talcosquist	Talcoesquist
Termostable	Termoestable
#1.3.1.	Altres Canvis Derivats De L’Aplicació Del Nou Criteri Sobre La Grafia De Mots Compostos I Prefixats	Amb	El Segon Formant Començat Per S Seguida	De Consonant
Acromioscapular	Acromioescapular
Basisfenoide	Basiesfenoide
Biostàtica	Bioestàtica
Cerebrospinal	Cerebroespinal
Clidosternal	Clidoesternal
Inosclerosi	Inoesclerosi
Temporosfenoïdal	Temporoesfenoidal
#1.4. Supressió De L’Accent Diacrític
Adéu	Adeu
Adéu-Siau	Adeu-Siau
Almón	Almon
Besnét	Besnet
Besnéta	Besneta
Bóta	Bota
Cóc	Coc
Cóm	Com
A Contrapèl	A Contrapel
Cóp	Cop
Cós	Cos
A L'Empèl	A L'Empel
Entresòl	Entresol
Escorxa-Ròsses	Escorxa-Rosses
A Gatamèus	A Gatameus
Jóc	Joc
Jóca	Joca
Marededéu	Marededeu
Mèu	Meu
Mòlta	Molta
Móra	Mora
Nét	Net
Néta	Neta
Nós	Nos
Nòs	Nos
Ós	Os
Óssa	Ossa
Paleosòl	Paleosol
Pórca	Porca
Pregadéu	Pregadeu
Quadrinét	Quadrinet
Quadrinéta	Quadrineta
Rebesnét	Rebesnet
Rebesnéta	Rebesneta
Redéu	Redeu
Regosòl	Regosol
Remòlta	Remolta
Renét	Renet
Renéta	Reneta
Repèl	Repel
Rés	Res
Ressòl	Ressol
Rodamón	Rodamon
Ròssa	Rossa
Séc	Sec
Sègle	Segle
Semidéu	Semideu
Sèu	Seu
Subsòl	Subsol
Tòt	Tot
Vénda	Venda
Vertisòl	Vertisol
#1.4.1. Altres Canvis Derivats De L’Aplicació Del Nou Criteri Sobre L’Accent Diacrític	
Mol·Lisòl	Mol·Lisol
#1.5. Supressió De La Dièresi En Derivats Cultes Acabats En -Al
Adenoïdal	Adenoidal
Al·Lantoïdal	Al·Lantoidal
Antihemorroïdal	Antihemorroidal
Aracnoïdal	Aracnoidal
Aritenoïdal	Aritenoidal
Cicloïdal	Cicloidal
Cissoïdal	Cissoidal
Col·Loïdal	Col·Loidal
Concoïdal	Concoidal
Conoïdal	Conoidal
Coracoïdal	Coracoidal	
Coroïdal	Coroidal
Cotiloïdal	Cotiloidal
Cuboïdal	Cuboidal
Deltoïdal	Deltoidal
Discoïdal	Discoidal
El·Lipsoïdal	El·Lipsoidal
Epicicloïdal	Epicicloidal
Escafoïdal	Escafoidal
Esfenoïdal	Esfenoidal
Esferoïdal	Esferoidal
Esteroïdal	Esteroidal
Etmoïdal	Etmoidal
Fluïdal	Fluidal
Glenoïdal	Glenoidal
Helicoïdal	Helicoidal
Hemisferoïdal	Hemisferoidal
Hemorroïdal	Hemorroidal
Hioïdal	Hioidal
Laïcal	Laical
Mastoïdal	Mastoidal
Ovoïdal	Ovoidal
Paraboloïdal	Paraboloidal
Paratiroïdal	Paratiroidal
Romboïdal	Romboidal
Sigmoïdal	Sigmoidal
Sinusoïdal	Sinusoidal
Tifoïdal	Tifoidal
Tiroïdal	Tiroidal
Toroïdal	Toroidal
Trapezoïdal	Trapezoidal
#1.6. Canvis Ortogràfics Diversos En Expressions Llatines I Manlleus	
Aga Khan	Agakan
Àlter Ego	Alter Ego
Delírium Trèmens	Delirium Tremens
Dòngola	Dóngola
Handicap	Hàndicap
Hittita	Hitita
Jiddisch	Ídix
Khan	Kan
Kyrieleison	Kirieleison
Maharaja	Maharajà
Maharani	Maharaní
Paterfamilias	Pater Familias
#Raja	Rajà	Nota: Aquest Canvi No Es Pot Sense Context
Rani	Raní
Víking	Viking
Ziggurat	Zigurat
#2.	Modificacions En La Informació Morfològica De Les Entrades	
Aguo	Agúo
Agües	Agúes
Vés	Ves
Desféu	Desfeu
Sóc	Soc
Só	So
Fóra	Fora
Féu	Feu
Mòlt	Molt
Véns	Vens
Vénen	Venen
Véu	Veu
#Conjugació Dels Verbs
Dóna	Dona
Coregna	Corregna
Coregnà	Corregnà
Coregnada	Corregnada
Coregnades	Corregnades
Coregnant	Corregnant
Coregnarà	Corregnarà
Coregnaran	Corregnaran
Coregnaràs	Corregnaràs
Coregnar	Corregnar
Coregnaré	Corregnaré
Coregnarem	Corregnarem
Coregnàrem	Corregnàrem
Coregnaren	Corregnaren
Coregnares	Corregnares
Coregnareu	Corregnareu
Coregnàreu	Corregnàreu
Coregnaria	Corregnaria
Coregnaríem	Corregnaríem
Coregnarien	Corregnarien
Coregnaries	Corregnaries
Coregnaríeu	Corregnaríeu
Coregnat	Corregnat
Coregnats	Corregnats
Coregnava	Corregnava
Coregnàvem	Corregnàvem
Coregnaven	Corregnaven
Coregnaves	Corregnaves
Coregnàveu	Corregnàveu
Coregnem	Corregnem
Coregnen	Corregnen
Coregnes	Corregnes
Coregnés	Corregnés
Coregnéssem	Corregnéssem
Coregnessen	Corregnessen
Coregnesses	Corregnesses
Coregnésseu	Corregnésseu
Coregnéssim	Corregnéssim
Coregnessin	Corregnessin
Coregnessis	Corregnessis
Coregnéssiu	Corregnéssiu
Coregneu	Corregneu
Coregni	Corregni
Coregní	Corregní
Coregnin	Corregnin
Coregnis	Corregnis
Coregno	Corregno
Eradicada	Erradicada
Eradicades	Erradicades
Eradica	Erradica
Eradicà	Erradicà
Eradicant	Erradicant
Eradicarà	Erradicarà
Eradicaran	Erradicaran
Eradicaràs	Erradicaràs
Eradicaré	Erradicaré
Eradicarem	Erradicarem
Eradicàrem	Erradicàrem
Eradicaren	Erradicaren
Eradicar	Erradicar
Eradicares	Erradicares
Eradicareu	Erradicareu
Eradicàreu	Erradicàreu
Eradicaria	Erradicaria
Eradicaríem	Erradicaríem
Eradicarien	Erradicarien
Eradicaries	Erradicaries
Eradicaríeu	Erradicaríeu
Eradicat	Erradicat
Eradicats	Erradicats
Eradicava	Erradicava
Eradicàvem	Erradicàvem
Eradicaven	Erradicaven
Eradicaves	Erradicaves
Eradicàveu	Erradicàveu
Eradico	Erradico
Eradiquem	Erradiquem
Eradiquen	Erradiquen
Eradiques	Erradiques
Eradiqués	Erradiqués
Eradiquéssem	Erradiquéssem
Eradiquessen	Erradiquessen
Eradiquesses	Erradiquesses
Eradiquésseu	Erradiquésseu
Eradiquéssim	Erradiquéssim
Eradiquessin	Erradiquessin
Eradiquessis	Erradiquessis
Eradiquéssiu	Erradiquéssiu
Eradiqueu	Erradiqueu
Eradiqui	Erradiqui
Eradiquí	Erradiquí
Eradiquin	Erradiquin
Eradiquis	Erradiquis
Micorizada	Micorrizada
Micorizades	Micorrizades
Micoriza	Micorriza
Micorizà	Micorrizà
Micorizant	Micorrizant
Micorizarà	Micorrizarà
Micorizaran	Micorrizaran
Micorizaràs	Micorrizaràs
Micorizaré	Micorrizaré
Micorizarem	Micorrizarem
Micorizàrem	Micorrizàrem
Micorizaren	Micorrizaren
Micorizares	Micorrizares
Micorizareu	Micorrizareu
Micorizàreu	Micorrizàreu
Micorizaria	Micorrizaria
Micorizaríem	Micorrizaríem
Micorizarien	Micorrizarien
Micorizaries	Micorrizaries
Micorizaríeu	Micorrizaríeu
Micorizar	Micorrizar
Micorizat	Micorrizat
Micorizats	Micorrizats
Micorizava	Micorrizava
Micorizàvem	Micorrizàvem
Micorizaven	Micorrizaven
Micorizaves	Micorrizaves
Micorizàveu	Micorrizàveu
Micorizem	Micorrizem
Micorizen	Micorrizen
Micorizes	Micorrizes
Micorizés	Micorrizés
Micorizéssem	Micorrizéssem
Micorizessen	Micorrizessen
Micorizesses	Micorrizesses
Micorizésseu	Micorrizésseu
Micorizéssim	Micorrizéssim
Micorizessin	Micorrizessin
Micorizessis	Micorrizessis
Micorizéssiu	Micorrizéssiu
Micorizeu	Micorrizeu
Micorizi	Micorrizi
Micorizí	Micorrizí
Micorizin	Micorrizin
Micorizis	Micorrizis
Micorizo	Micorrizo
#Added By Jaumeortola
#Paraules Que S'Escriuen Sense Accent Diacrític Sempre Segons L'IEC
Adéus	Adeus
Arenosòl	Arenosol
Arenosòls	Arenosols
Benvéu	Benveu
Besnétes	Besnetes
Besnéts	Besnets
Bótes	Botes
Cócs	Cocs
Cóms	Coms
Contraféu	Contrafeu
Contrapèl	Contrapel
Cóps	Cops
Cóssos	Cossos
Cotompèl	Cotompel
Cotompèls	Cotompels
Dónes	Dones
Empèl	Empel
Entresòls	Entresols
Entrevéu	Entreveu
Estraféu	Estrafeu
Inframón	Inframon
Jócs	Jocs
Liqüeféu	Liqüefeu
Litosòl	Litosol
Litosòls	Litosols
Malvéu	Malveu
Marededéus	Marededeus
Matamón	Matamon
Mèus	Meus
Mol·Lisòls	Mol·Lisols
Mòltes	Moltes
Mòlts	Molts
Móres	Mores
Nétes	Netes
Néts	Nets
Ósses	Osses
Óssos	Ossos
Paleosòls	Paleosols
Perféu	Perfeu
Pergelisòl	Pergelisol
Pergelisòls	Pergelisols
Pórques	Porques
Pregadéus	Pregadeus
Prevéu	Preveu
Quadrinétes	Quadrinetes
Quadrinéts	Quadrinets
Rareféu	Rarefeu
Rebesnétes	Rebesnetes
Rebesnéts	Rebesnets
Reféu	Refeu
Regosòls	Regosols
Remòltes	Remoltes
Remòlt	Remolt
Remòlts	Remolts
Renétes	Renetes
Renéts	Renets
Repèls	Repels
Ressòls	Ressols
Revénc	Revenc
Revénen	Revenen
Revénguin	Revenguin
Revéngui	Revengui
Revénguis	Revenguis
Revéns	Revens
Revéu	Reveu
Ròsses	Rosses
Satisféu	Satisfeu
Sécs	Secs
Semidéus	Semideus
Sèus	Seus
Sobresòl	Sobresol
Sobresòls	Sobresols
Submón	Submon
Subsòls	Subsols
Tòs	Tos
Tòts	Tots
Vénc	Venc
Véndes	Vendes
Vénguin	Venguin
Vénguis	Venguis
Véngui	Vengui
Vertisòls	Vertisols
Vicedéus	Vicedeus
Vicedéu	Vicedeu
#HTTPS://WWW.IEC.CAT/LLENGUA/DOCUMENTS/ORTOGRAFIA-MODIFICACIONS%20ENTRADES%20DIEC2.PDF
#1.1. MOTS PREFIXATS I COMPOSTOS AMB EL SEGON FORMANT COMENÇAT PER R	
ARÍTMIA	ARRÍTMIA
ARÍTMIC	ARRÍTMIC
ARIZÒFIT	ARRIZÒFIT
ARIZOTÒNIC	ARRIZOTÒNIC
BURÍNIDS	BURRÍNIDS
CARCARÍNIDS	CARCARRÍNIDS
CATARINS	CATARRINS
CEFALORAQUIDI	CEFALORRAQUIDI
CETORÍNIDS	CETORRÍNIDS
CINORINCS	CINORRINCS
CINORÒDON	CINORRÒDON
COREDEMPTOR	CORREDEMPTOR
COREFERÈNCIA	CORREFERÈNCIA
COREFERENT	CORREFERENT
COREGÈNCIA	CORREGÈNCIA
COREGENT	CORREGENT
COREGNANT	CORREGNANT
COREGNAR	CORREGNAR
CORELIGIONARI	CORRELIGIONARI
ERADICACIÓ	ERRADICACIÓ
ERADICAR	ERRADICAR
ERADICATIU	ERRADICATIU
ESCILIORÍNIDS	ESCILIORRÍNIDS
GLICORÀQUIA	GLICORRÀQUIA
GLUCORÀQUIA	GLUCORRÀQUIA
MICORIZA	MICORRIZA
MICORIZACIÓ	MICORRIZACIÓ
MICORIZAR	MICORRIZAR
MICORÍZIC	MICORRÍZIC
MICORIZOGEN	MICORRIZOGEN
ORNITORINC	ORNITORRINC
ORNITORÍNQUIDS	ORNITORRÍNQUIDS
OTORINOLARINGÒLEG	OTORRINOLARINGÒLEG
OTORINOLARINGOLOGIA	OTORRINOLARINGOLOGIA
OXIRINC	OXIRRINC
PILORIZA	PILORRIZA
PLATIRINS	PLATIRRINS
#1.2. ÚS DEL GUIONET EN	MOTS COMPOSTOS I PREFIXATS
AGNUS-DEI	AGNUSDEI
CLOC-PIU	CLOCPIU
CORI-MORI	CORIMORI
A CORRE-CORRENTS	A CORRECORRENTS
A CORRE-CUITA	A CORRECUITA
A CUITA-CORRENTS	A CUITACORRENTS
EX-LIBRIS	EXLIBRIS
FOIE GRAS	FOIE-GRAS
A MATA-DEGOLLA	A MATADEGOLLA
NAP-BUF	NAPBUF
RAT-BUF	RATBUF
SUCA-MULLA	SUCAMULLA
#1.3. MOTS COMPOSTOS I PREFIXATS AMB EL	SEGON FORMANT COMENÇAT PER S SEGUIDA DE CONSONANT	
ALTOSTRAT	ALTOESTRAT
ALTOSTRATUS	ALTOESTRATUS
ANGIOSPASME	ANGIOESPASME
ANGIOSPASMÒDIC	ANGIOESPASMÒDIC
ANGIOSTENOSI	ANGIOESTENOSI
ARTERIOSCLEROSI	ARTERIOESCLEROSI
ARTERIOSCLERÒTIC	ARTERIOESCLERÒTIC
ARTERIOSPASME	ARTERIOESPASME
ASTABLE	ANESTABLE
BIOSTRATIGRAFIA	BIOESTRATIGRAFIA
BIOSTRATIGRÀFIC	BIOESTRATIGRÀFIC
BRONCOSPIROMETRIA	BRONCOESPIROMETRIA
CIRROSTRAT	CIRROESTRAT
CIRROSTRATUS	CIRROESTRATUS
CITOSQUELET	CITOESQUELET
CORTICOSTEROIDE	CORTICOESTEROIDE
CRONOSTRATIGRAFIA	CRONOESTRATIGRAFIA
CRONOSTRATIGRÀFIC	CRONOESTRATIGRÀFIC
DERMATOSQUELET	DERMATOESQUELET
ELECTROSTÀTIC	ELECTROESTÀTIC
ENDOSQUELET	ENDOESQUELET
EXOSQUELET	EXOESQUELET
FELDSPÀTIC	FELDESPÀTIC
FELDSPATOIDES	FELDESPATOIDES
FELDSPATOÍDIC	FELDESPATOÍDIC
FELDSPATS	FELDESPATS
GEOSTACIONARI	GEOESTACIONARI
GRAFOSPASME	GRAFOESPASME
GRAFOSTÀTICA	GRAFOESTÀTICA
HIDROSTÀTIC	HIDROESTÀTIC
LITOSTRATIGRAFIA	LITOESTRATIGRAFIA
MAGNETOSTÀTIC	MAGNETOESTÀTIC
